20600		68372		187931		72978		70600
20700		69187		173840		72501		71481
20800		70536		172735		72742		72484
20900		70974		184860		74578		72322
21000		71242		189334		73263		71807
21100		71705		184774		73923		72779
21200		71688		189151		73951		72859
21300		71619		197805		75808		72757
21400		73146		180422		75717		74309
21500		71622		211262		75466		74249
21600		73012		206362		76693		75650
21700		72426		184947		77124		74823
21800		73775		190472		77604		75195
21900		73733		216842		77089		75054
22000		74399		214640		78383		75637
22100		76053		182366		78129		77193
22200		75021		188675		79293		76743
22300		75391		209345		79031		78346
22400		76443		212200		79635		78272
22500		76736		190636		78878		78691
22600		77073		197568		80875		78061
22700		77099		209370		79881		78885
22800		77102		200454		80865		79325
22900		78204		198631		80992		79471
23000		78000		198512		82482		80912
23100		78202		207922		82432		80960
23200		79555		203733		82413		81231
23300		78951		203057		82911		81086
23400		79231		221296		81815		82157
23500		80585		245525		83630		82321
23600		81193		203448		83599		82647
23700		81136		195225		84370		83270
23800		81458		220240		84790		83454
23900		81975		204772		85086		83640
24000		82189		230117		86354		82929
24100		83378		221691		86005		84968
24200		82660		259953		86440		84848
24300		83529		283807		87607		85464
24400		83580		215600		87175		85645
24500		84458		208026		87786		86270
24600		84536		231483		87892		86971
24700		85296		215588		88050		87227
24800		84966		226318		87487		87810
24900		83999		239762		90332		87951
25000		85787		229732		88681		87523
25100		85946		235879		90268		88932
25200		86816		236279		91010		89122
25300		86830		250461		91329		89249
25400		87561		249701		91609		89365
25500		88574		226072		91292		89355
25600		87146		225270		93025		90461
25700		88618		262128		91328		89768
25800		88040		238011		93425		90107
25900		88976		233850		92988		90979
26000		90961		237099		93333		92392
26100		90134		235756		94398		91491
26200		90218		252347		95024		92461
26300		90784		236128		95232		92886
26400		89795		245562		94886		93724
26500		92235		247454		95191		93443
26600		92594		238485		95630		93992
26700		92611		258823		96768		94917
26800		93217		242127		96458		95346
26900		92890		249062		96937		95178
27000		92330		268779		96225		95344
27100		93815		243293		96553		95972
27200		93071		250896		98968		96500
27300		94643		304908		97399		96911
27400		96106		255499		98912		97388
27500		95257		232075		99914		97858
27600		95422		266783		99749		98610
27700		95047		258362		100318		98810
27800		97370		301855		101139		99302
27900		97216		245733		101051		99220
28000		98362		306444		101218		99678
28100		98810		279012		102908		99941
28200		97819		270683		101875		100197
28300		98071		246160		103270		100784
28400		99675		268395		102657		101014
28500		99174		264991		103780		102122
28600		99699		276657		102909		102372
28700		100448		252633		103264		102671
28800		100081		238512		104071		103129
28900		101562		256614		104913		102237
29000		102301		256198		106182		104280
29100		100875		260798		105318		104291
29200		102402		275312		107569		104348
29300		102599		274503		107333		102925
29400		103260		251636		107519		103960
29500		103589		267574		107076		105444
29600		101664		284529		108916		106174
29700		104836		282842		108671		106115
29800		105437		302308		107365		106921
29900		104685		264710		109508		106940
30000		105246		258081		109640		106500
30100		104796		307015		109659		108444
30200		107083		279775		109757		107820
30300		106569		305650		109286		108242
30400		105913		299833		110934		109065
30500		107713		261017		111079		109476
30600		108461		277775		110474		110229
30700		107760		291123		111822		109312
30800		108318		293595		112346		110258
30900		109441		325238		112986		109040
31000		108079		306121		113827		111428
31100		110051		290785		113815		110461
31200		109672		267747		113510		111706
31300		111062		285573		115143		112513
31400		110159		293624		115156		113330
31500		111794		285405		113982		113659
31600		111385		303686		115902		113143
31700		112446		295364		116628		113554
31800		110862		283420		116166		114947
31900		111771		305030		116121		114599
32000		113760		330416		117501		116368
32100		114508		273785		117815		116444
32200		113599		299364		118228		116317
32300		113124		310881		117296		116523
32400		114849		324624		119293		116072
32500		114802		299819		120212		117464
32600		115219		270830		118754		116702
32700		115927		301504		120657		117309
32800		114794		332149		120657		118597
32900		114749		307629		120447		118506
33000		116706		329124		120501		117682
33100		116298		308459		123492		119315
33200		118134		326433		122937		119917
33300		117757		329181		121344		119743
33400		117924		309312		122148		119451
33500		118130		338547		122647		120924
33600		119138		310712		124655		119203
33700		119386		327615		124018		121926
33800		118376		326210		125219		122418
33900		120178		358371		124927		123128
34000		120406		344897		125138		123292
34100		121576		353470		126631		123590
34200		120015		311630		126757		122702
34300		121140		320589		126791		125106
34400		122086		324890		126881		123754
34500		122446		389866		127259		125216
34600		123293		316025		128577		126548
34700		122595		330338		126094		124938
34800		122874		315602		128290		126787
34900		123964		403517		129725		126995
35000		124022		344541		130105		127299
35100		123638		327956		130360		126902
35200		123655		309964		130433		126745
35300		125064		359171		130680		127800
35400		125888		363727		129835		127617
35500		126405		328938		130113		128608
35600		126736		372843		132569		128939
35700		127986		333904		132614		129773
35800		127728		344416		133178		130870
35900		128170		357030		134470		128951
36000		128571		387192		133261		130771
36100		127831		363919		134654		131550
36200		128075		347156		132908		132358
36300		128770		393808		136197		129894
36400		129533		336471		136399		132436
36500		131612		344091		135441		133374
36600		131039		363248		136039		133535
36700		129653		366988		136555		134214
36800		130258		320773		134755		134510
36900		132140		366823		138354		134556
37000		131217		321413		136737		134778
37100		131766		364376		137338		135452
37200		134503		367974		138434		135458
37300		134182		339070		140151		134476
37400		133523		347911		138460		136183
37500		135528		359226		138670		136094
37600		134947		351058		140423		138369
37700		133920		363484		141039		137854
37800		135916		401917		140580		138051
37900		135852		328597		142038		137326
38000		135463		360809		141791		137040
38100		137479		395136		142137		139144
38200		138569		367784		142344		137157
38300		137044		351498		143773		139697
38400		137540		358195		144471		141118
38500		138777		356238		144247		139150
38600		138672		361617		144753		141378
38700		139552		365702		144787		141533
38800		139354		397438		144087		140079
38900		140205		358141		146181		142633
39000		141341		317612		145934		142733
39100		140785		402022		147970		143798
39200		141126		360929		146072		142844
39300		140682		437788		146716		144592
39400		141627		385713		147023		145071
39500		142406		410589		146981		143944
39600		142631		373487		146475		144395
39700		142331		355386		147164		144136
39800		142708		355069		148712		146542
39900		144272		413968		148266		145518
40000		145016		369523		149648		146077
40100		145697		378725		150860		147159
40200		143694		377991		149862		146645
40300		145813		401896		151070		145525
40400		146577		389674		151779		149872
40500		146930		465751		151308		146808
40600		143787		442336		152337		149588
40700		146450		386449		151588		148997
40800		146124		379131		154126		148116
40900		147407		423999		151021		150774
41000		148815		375104		153955		151469
41100		147701		380343		154215		151676
41200		149687		390398		154553		152591
41300		149246		397378		154169		153621
41400		150900		401486		156111		152307
41500		148627		377559		154170		151781
41600		149753		424023		156356		150493
41700		150763		409452		157190		152810
41800		150540		390953		157702		153132
41900		153589		394664		157615		154448
42000		152778		397327		158592		154230
42100		151385		398775		157039		154619
42200		152442		418585		159603		155836
42300		153847		399814		160218		155093
42400		154131		392971		158971		155251
42500		153945		443204		160151		156744
42600		154915		380605		160343		156046
42700		154018		405464		161500		158042
42800		153100		407474		161782		157184
42900		154581		387075		160604		159079
43000		155447		453177		161497		159030
43100		156021		397996		162593		159279
43200		156500		386731		163330		159583
43300		156782		373739		162866		161416
43400		158374		405231		161193		159072
43500		156720		395832		163403		161103
43600		157720		449618		165447		161379
43700		157629		403509		166764		160433
43800		158243		466105		162515		162475
43900		159994		428092		165939		162877
44000		160603		430181		166482		163426
44100		160595		440098		166480		161995
44200		160861		458902		167810		163055
44300		159137		407313		167978		162752
44400		159517		440346		167407		163605
44500		162469		422371		169108		163687
44600		161772		468787		169438		164539
44700		161013		438524		170689		165157
44800		162587		410814		168365		164372
44900		164257		426415		170238		163561
45000		165042		445504		168441		167178
45100		162736		447690		172598		166833
45200		163839		437750		168070		168243
45300		164662		539839		173017		167778
45400		166107		464732		170984		167960
45500		165428		474751		172859		168120
45600		164663		400579		173031		169079
45700		166046		401674		172903		168943
45800		168529		414952		173723		169747
45900		167532		449646		174049		169310
46000		168546		495955		174490		170397
46100		168057		459069		175573		170301
46200		167301		420750		175161		170982
46300		169674		483584		175794		171819
46400		168160		456251		177605		172711
46500		169100		468539		177078		172902
46600		171654		426190		176933		174717
46700		170967		428614		175619		174873
46800		168873		461735		176758		174715
46900		171095		475148		178559		173991
47000		171294		451116		178069		176401
47100		172161		500739		178178		172625
47200		171232		480804		179537		174972
47300		172588		442634		179045		176396
47400		174798		474109		180923		177672
47500		174461		417028		181709		175348
47600		175127		442157		181953		178883
47700		174550		438480		179365		178010
47800		174112		466843		181546		176546
47900		173655		452413		181024		178393
48000		175722		419330		182668		180061
48100		173305		428462		182715		178913
48200		177171		473999		183577		179114
48300		178101		522775		183861		179483
48400		179778		485227		181381		181732
48500		177433		496072		183661		182447
48600		179012		481626		184591		180903
48700		179998		500727		184974		182267
48800		178233		425355		186729		182877
48900		180014		493414		184408		181941
49000		179638		459971		186541		182888
49100		180088		452969		187437		183383
49200		183009		493579		189380		184850
49300		181660		473098		188408		183699
49400		178945		481298		189454		184552
49500		180957		447895		188167		185881
49600		182220		496471		189100		183531
49700		182621		488527		187828		186179
49800		182727		435582		190526		187686
49900		183978		449301		189546		187421
50000		184053		496476		190387		187051
50100		186399		468866		192729		186924
50200		186423		466539		192725		185256
50300		183123		447158		191563		186008
50400		184665		501344		193264		186929
50500		186312		465019		192844		187678
50600		187076		456754		192871		188582
50700		186484		442184		193004		187089
50800		186406		493392		193262		189040
50900		188532		504981		194226		190100
51000		189193		501662		195448		191630
51100		188973		547165		196775		191981
51200		189634		506080		196126		192361
51300		189250		490249		196333		189959
51400		189471		530590		197544		191866
51500		191694		477566		196920		194418
51600		192696		495786		196839		192638
51700		190071		498526		195182		194710
51800		192792		451649		197833		192347
51900		190867		479672		197769		193662
52000		192123		475172		198540		195482
52100		191284		496398		198863		195648
52200		192470		489161		199398		194398
52300		194466		518264		201121		196807
52400		194021		486022		200385		196897
52500		194036		480941		198632		198909
52600		195343		502230		202420		198780
52700		195720		510161		201554		197050
52800		194315		484122		201990		196975
52900		194961		529736		204246		199675
53000		196555		510885		204592		195440
53100		197145		501676		202957		199278
53200		197805		517634		204094		200488
53300		196215		496548		202265		198752
53400		196971		556631		205611		200653
53500		199871		496951		206467		202298
53600		197777		523275		206658		202084
53700		198276		554487		206977		200718
53800		199087		501513		203638		200950
53900		200338		517177		208034		202378
54000		198690		534888		206299		202552
54100		200534		579113		207474		204139
54200		199363		554613		205684		203893
54300		201388		579836		210751		203827
54400		202636		507973		210441		204322
54500		203225		535970		209652		206051
54600		202082		492506		209548		203915
54700		203529		515846		209849		205203
54800		203092		516745		211796		207692
54900		203793		490990		210623		205328
55000		203831		536201		210582		205136
55100		204256		519650		213078		208311
55200		205170		502492		208342		209565
55300		204227		522745		211699		205346
55400		207597		538320		211647		208243
55500		204565		530201		214892		210600
55600		204022		543513		214050		210063
55700		207404		518822		214378		210325
55800		209599		524310		215608		210349
55900		205793		490521		213726		210629
56000		209048		535443		215873		212133
56100		208934		533251		216870		212275
56200		209527		695684		215661		210863
56300		211204		552628		216895		211513
56400		209751		547689		217382		212974
56500		212143		575874		216658		213387
56600		210855		591292		218150		214576
56700		208205		529911		220334		215281
56800		212984		609404		220822		213786
56900		212623		562750		221088		216033
57000		211107		531318		220708		215419
57100		213845		565756		218159		217088
57200		211057		597054		221535		216851
57300		215493		575367		222469		214576
57400		212279		530937		221182		215098
57500		213810		611502		220843		215128
57600		216190		527718		222706		217046
57700		215836		554862		222996		218291
57800		215794		563571		223441		220176
57900		216007		563341		223964		217881
58000		216346		605386		223431		220128
58100		217875		536141		223464		218562
58200		219430		624350		224682		217760
58300		217051		497272		223900		219232
58400		215805		611319		226577		219941
58500		218981		562064		226604		222025
58600		218542		585536		229135		222293
58700		221683		570020		222507		222209
58800		221173		533210		227551		224589
58900		219499		583750		228509		222042
59000		219114		525687		227522		224428
59100		221249		606360		228574		224140
59200		223171		615421		227858		224842
59300		218345		566470		228729		224822
59400		221013		598642		230620		225498
59500		221213		594733		233229		226177
59600		224213		602790		231649		223239
59700		221440		604349		230492		226903
59800		223279		631415		229754		226476
59900		222110		596971		233869		227778
60000		226496		571186		234685		227693
60100		224021		583574		231226		228393
60200		227127		624864		234534		227212
60300		225441		578542		234304		228834
60400		227219		571615		234080		227898
60500		228194		617928		234469		230438
60600		227861		586721		233494		229421
60700		229618		599757		233924		230635
60800		229370		626087		236012		231996
60900		227872		610652		236163		232044
61000		228601		576065		237764		229785
61100		229412		574918		239642		232609
61200		230904		592156		236139		231920
61300		229314		632317		238601		235589
61400		232145		655431		238167		235000
61500		230742		591102		238090		235157
61600		231882		643769		236206		233613
61700		229266		639397		237224		233582
61800		233165		632090		240649		232545
61900		234102		685549		239176		235804
62000		234362		589054		239337		236910
62100		233882		647590		240788		237989
62200		233115		690853		244330		235494
62300		235176		585043		243616		234466
62400		233622		682054		243898		237573
62500		234015		580259		243439		238894
62600		233545		567630		243560		236912
62700		237502		607648		244731		238459
62800		236928		642890		246035		236478
62900		236178		649723		245147		237761
63000		236014		584439		245827		240838
63100		237287		611860		242060		241243
63200		235640		579117		246858		241260
63300		240003		613577		247457		243157
63400		237364		642648		245377		238060
63500		238325		611717		248125		239543
63600		240057		589399		248031		239704
63700		240690		704383		248207		241636
63800		240878		616424		247936		243442
63900		238801		632740		247967		240245
64000		241277		665847		247514		245621
64100		240976		642047		251011		244222
64200		240953		694470		249518		247235
64300		240423		621614		250886		246088
64400		245080		701541		251774		244556
64500		243462		627517		250931		246785
64600		244406		618949		247939		246012
64700		245404		637714		248528		248229
64800		246284		675526		253773		247724
64900		246329		669675		250988		246986
65000		245560		652101		251130		248728
65100		244845		723559		252792		249823
65200		246671		634390		253805		246617
65300		246241		630301		256913		248920
65400		249227		657129		257642		249988
65500		246677		658600		256488		252128
65600		248315		721618		248734		252168
65700		248612		615813		258722		251245
65800		245983		679084		255098		250598
65900		247029		636388		257442		252608
66000		247210		655346		258711		251744
66100		248248		611512		257734		253545
66200		247128		643978		257435		253938
66300		250034		619331		258397		252399
66400		251309		605284		261193		253083
66500		251142		655066		256539		248537
66600		251562		675685		262390		255468
66700		254964		659458		262672		251510
66800		252972		632916		261465		255887
66900		251686		607539		260773		255765
67000		253060		707499		262437		253702
67100		255253		649948		264301		256652
67200		254098		668592		261594		256614
67300		254881		656582		265737		257313
67400		253650		659945		264459		257011
67500		257000		636328		264337		257582
67600		253683		634055		265038		256924
67700		257006		674479		266715		259116
67800		255149		696750		265859		259090
67900		258053		708832		269168		261851
68000		256965		668697		267788		261811
68100		260012		634343		263407		259866
68200		258068		679049		267677		259878
68300		258179		662148		267384		260667
68400		260800		683898		268896		260430
68500		260508		699976		268466		262547
68600		260655		686767		267575		262447
68700		262989		640220		268704		264835
68800		261185		689357		270334		263529
68900		262641		671205		268977		264621
69000		263640		683396		268816		264388
69100		260366		696663		269686		266167
69200		261044		673993		273279		261434
69300		262350		680919		271332		263761
69400		263820		643586		270855		267695
69500		264035		715647		273396		266479
69600		265624		711756		274347		268939
69700		265859		673389		273722		266812
69800		264467		684587		272723		264776
69900		265923		666089		276750		269959
70000		266887		631674		276557		269931
70100		266933		686495		277099		269654
70200		267403		789912		274912		271217
70300		267468		707948		278362		269860
70400		268262		691759		275410		269062
70500		269384		729425		278602		272969
70600		270528		674862		273477		270020
70700		268674		672422		275959		269968
70800		270577		748799		277183		269263
70900		268417		688045		279945		269771
71000		269188		718790		277870		273072
71100		270616		651112		280276		273194
71200		272801		702047		277276		270164
71300		271608		684911		279258		269655
71400		270958		684041		282336		273059
71500		273487		683943		280412		274447
71600		270702		686682		281017		273605
71700		272918		697263		277771		277410
71800		269975		758298		282558		277554
71900		272533		713390		284608		276334
72000		273858		702449		284918		276191
72100		276992		738028		284097		275689
72200		275015		675310		287325		277578
72300		276330		694737		284858		277038
72400		275822		665094		286754		278681
72500		275875		674051		287670		278383
72600		277984		761203		287107		276633
72700		280255		679723		288090		277979
72800		279000		686511		288273		279339
72900		278806		690103		287962		281780
73000		275280		665417		287078		280237
73100		279938		747777		289847		282511
73200		279775		617051		286144		280724
73300		280794		713514		286511		283403
73400		280188		765412		287989		283148
73500		281509		815906		288180		280851
73600		279935		745356		291340		283496
73700		279977		727733		289131		282722
73800		282882		746186		290552		286066
73900		280192		685769		291245		284742
74000		283744		750610		293611		281911
74100		283097		780643		291514		286078
74200		284852		667822		294559		285798
74300		282967		707693		292628		286176
74400		283438		718696		293127		285737
74500		286169		729866		293301		286765
74600		285429		798468		295517		288862
74700		285052		703253		295042		288256
74800		286255		756864		296285		289022
74900		287509		752244		295419		288022
75000		284837		676304		294754		288664
75100		286976		771658		296197		287996
75200		285206		671078		296574		289815
75300		290544		755108		297461		291586
75400		291233		668051		300440		286398
75500		291031		705065		299383		292476
75600		288735		818257		299085		293039
75700		289596		728929		298330		291373
75800		291884		863999		297149		292304
75900		290681		735896		302308		295339
76000		292092		787654		302457		293519
76100		290884		777965		302592		292300
76200		290470		703851		300636		295334
76300		292313		715536		303949		296115
76400		288791		820798		303142		295665
76500		291532		768279		302777		294375
76600		295754		665956		305424		297662
76700		294968		718393		304997		298569
76800		295637		810471		303922		295840
76900		297208		779139		306122		298328
77000		293328		738394		304958		297844
77100		295896		849986		305535		296799
77200		293710		827995		307650		296806
77300		297330		778283		303415		298895
77400		297896		875517		307521		298916
77500		296542		752940		306857		299771
77600		297729		793670		308520		301338
77700		297755		774433		308024		297251
77800		295612		747567		309243		297685
77900		301928		787922		309551		303244
78000		296637		717490		305140		298961
78100		300700		707127		310120		302831
78200		299806		766041		311208		304932
78300		297984		772827		312227		301125
78400		301903		759504		311570		302241
78500		303796		848931		313263		303036
78600		301782		837670		311758		304556
78700		302053		815208		313940		306343
78800		302026		815377		310102		303701
78900		304855		829523		315212		305962
79000		303748		798310		314811		309181
79100		303868		828018		312523		306438
79200		301378		790827		312779		307270
79300		307318		749223		317263		305045
79400		303939		760153		310837		309261
79500		305743		816626		315542		307474
79600		308190		807666		317470		309752
79700		308730		788840		314549		310693
79800		307844		828165		318591		306364
79900		307757		782849		314995		304227
80000		306925		819127		319298		306353
80100		309139		784294		320230		309665
80200		311192		758495		318879		309849
80300		305176		780602		316371		312762
80400		308740		737554		319492		308935
80500		307497		774908		318321		313903
80600		308624		782304		323897		313841
80700		312599		781821		320475		312547
80800		312700		837908		324325		309938
80900		313623		793206		322773		314521
81000		312123		728095		321692		313248
81100		312486		821015		325298		313732
81200		312825		854728		323839		314575
81300		311012		822898		319039		312288
81400		314513		835748		326277		315867
81500		313489		854713		322003		318152
81600		313515		806260		325132		318337
81700		314132		814104		324177		317895
81800		313496		846883		322600		317865
81900		316038		835354		327262		318819
82000		314181		772327		327798		315761
82100		318958		804878		324440		318491
82200		318429		824073		325246		318660
82300		320647		795461		327632		321916
82400		320218		802695		330806		321512
82500		314623		930813		331664		320780
82600		318593		787016		329228		321000
82700		319969		808239		330125		322543
82800		318789		793231		328640		320415
82900		317913		937275		328255		320395
83000		319212		839371		329766		322203
83100		324613		803496		331523		323588
83200		322563		752620		329433		326869
83300		323726		802295		332396		326247
83400		323370		782204		333651		325119
83500		324275		889167		335269		328902
83600		320673		894768		333085		322653
83700		322876		859856		334890		321461
83800		326952		814774		334685		327577
83900		323272		837966		335019		321820
84000		325676		811823		334028		325108
84100		324157		788602		338025		328924
84200		325354		852689		336191		328818
84300		326192		834258		339475		329390
84400		326167		950287		334327		326080
84500		326962		824703		337029		330126
84600		328970		872466		339784		330092
84700		323758		853553		337367		329931
84800		331197		818342		341089		329064
84900		327622		862486		339196		331004
85000		326643		889660		340811		328759
85100		329489		888533		342426		331571
85200		331192		815295		338302		334467
85300		330877		886258		341553		335029
85400		326078		795931		343130		334315
85500		330866		858376		339527		333192
85600		332469		910569		344182		333825
85700		332705		893354		343320		334500
85800		330654		824976		346776		336400
85900		331482		875320		342253		333500
86000		334782		939686		342035		335416
86100		335503		851776		344116		335399
86200		334784		833817		345341		337787
86300		335704		885679		344410		338338
86400		334918		927795		343411		335603
86500		335209		953267		348870		337758
86600		335874		869133		347949		338828
86700		336660		848630		345018		342528
86800		337267		875433		347453		337847
86900		337687		918402		346320		337681
87000		337433		931783		345726		338730
87100		339764		846312		348004		337197
87200		340787		818651		351027		341859
87300		338238		903922		347684		340413
87400		334938		879631		350286		340431
87500		340675		859707		353207		342137
87600		339295		920349		351289		343617
87700		341617		879046		351024		343992
87800		338426		1052584		353738		342865
87900		338976		905124		352709		345715
88000		342122		860618		351307		337934
88100		339905		917387		351541		344078
88200		337909		900339		355114		344732
88300		342950		864656		347470		347008
88400		343182		1057290		351344		344008
88500		346843		839161		355908		346721
88600		345931		885169		351828		347860
88700		346197		800800		353917		349283
88800		342699		858551		356206		343282
88900		346760		843085		352398		346116
89000		347733		829503		359043		348105
89100		345083		955042		353648		346758
89200		347551		959170		352574		349649
89300		351593		889952		358308		347322
89400		349916		957716		360019		351238
89500		349653		932870		360461		350827
89600		344224		950421		359174		350875
89700		350247		913234		357560		351663
89800		349263		838265		362488		354170
89900		347343		913034		360278		351471
90000		351857		947924		361615		351945
90100		348534		927502		358234		351346
90200		347617		929450		362816		353454
90300		348944		926490		361838		351818
90400		353313		892845		361644		355653
90500		351983		1078391		362952		355975
90600		350297		1097601		363704		350543
90700		353819		847329		362922		355802
90800		353665		988641		362710		352351
90900		354881		925800		365172		357786
91000		354873		876449		364706		356758
91100		356334		876599		364890		356310
91200		356867		935174		369114		355155
91300		355415		878904		368096		358151
91400		355102		907911		366949		359450
91500		359706		981653		363862		354125
91600		357256		870542		368625		361937
91700		357393		942272		365850		355806
91800		357374		906918		370744		359556
91900		357682		904015		368665		360442
92000		359525		1006199		369814		357926
92100		353919		874831		373525		360348
92200		361404		933243		370339		359376
92300		360627		990502		369760		361624
92400		359252		901945		371591		364115
92500		361438		929015		371792		365307
92600		362843		912756		373009		360680
92700		357902		919731		373955		367629
92800		364680		1094450		374593		363462
92900		360896		877756		372691		366064
93000		360272		900788		376932		363561
93100		360178		968812		376146		367488
93200		366424		900623		373740		364109
93300		361597		978482		370089		367512
